VNUM	LOCALE_NAME
6003	Kor Alev
6004	Kor Alev Savaþçýsý
6005	Kor Alev Kralý
6006	Kor Ateþ Golemi
6007	Kor Alev Sakallýsý
6008	Kor Alev Generali
6009	Kor Alev Lordu
6051	Ýgnatör
6091	Razadör
6101	Ayaz Kristali
6102	Ayaz Böceði
6103	Ayaz Adam
6104	Ayaz Yetisi
6105	Ayaz Golemi
6106	Ayaz Trolü
6107	Ayaz Sakal
6108	Ayaz Generali
6109	Ayaz Lordu
6151	Szel
6191	Nemere
6801	Gemi direði
6802	Kappa lideri
6803	Kappa
6804	Lagun Kappasý
6805	Okyanus Kappasý
6806	Murana askeri
6807	Okyanus Murana savaþçýsý
6808	Hidra'nýn yavrusu
6809	Siren kraliçesi
6810	Hidra
6811	Hidra
6812	Hidra
7001	Maymun Asker
7002	Maymun Binici
7003	Gimu Maymun Asker
7004	Maymun Komutan
7005	Taþ Maymun
7006	Altýn Maymun
7007	Maymun General
7008	Tu-Gui Ýþçi
7009	Tu-Gui Asker Müfettiþ
7010	Tu-Gui Beyaz Komutan
7012	Bi-Ma-Gui-An
7013	Akrep Kral
7014	Zeki Akrep Adam
7015	Akrep Okçu
7016	Yýlan Kýlýççý
7017	Yýlan Okçu
7018	Çöl Haydutu
7019	Tu-Ji Asker
7020	Hwa-ryung
7021	Tu-Ji Serseri
7022	Cham-Ma
7023	Teawha-Mu
7024	Juk-gui
7025	Dung-Juk
7026	Juk-Mok
7027	Hwaryu Juk
7028	Siyah Juk-Guimok
8001	Üzüntü Metini
8002	Dövüþ Metini
8003	Savaþ Metini
8004	Hýrs Metini
8005	Siyah Metin
8006	Karanlýk Metin
8007	Kýskançlýk Metini
8008	Ruh Metini
8009	Gölge Metini
8010	Dayanýklýlýk Metini
8011	Þeytan Metini
8012	Lanet Metini
8013	Ölüm Metini
8014	Katil Metini
8015	Dayanýklýlýk Metini
8016	Þeytan Metini
8017	Lanet Metini
8018	Ölüm Metini
8019	Katil Metini
8020	Shinsoo Kayasý
8021	Jinno Kayasý
8022	Chunjo Kayasý
8023	Ýmparatorluk Kayasý
8024	Metin Pung-Ma
8025	Metin Ma-An
8026	Metin Tu-Young
8027	Metin Jeon-Un
8031	Dað Metini
8032	Ýntikam Metini
8033	Kimsesizlik Metini
8034	Kibir Metini
8035	Kurtuluþun Metin'i
8036	Hainliðin Metin'i
8037	Mutsuzluðun Metin'i
8038	Misilleme Metin'i
8039	Gurur Metini
8040	Hasetin Metin'i
8041	Paskalya Metini
8042	Paskalya Metini
8043	Paskalya Metini
8044	Paskalya Metini
8045	Paskalya Metini
8046	Paskalya Metini
8047	Paskalya Metini
8048	Paskalya Metini
8049	Paskalya Metini
8050	Paskalya Metini
8051	Iþýksýzlýk Metini
8052	Korluðun Metini
8053	Maðrurluðun Metini
8054	Öfkenin Metini
8055	Felaketin Metini
8056	Namertlik Metini
8057	Cehennem Ateþi Metini
8058	Ayaz Metini
8062	Hidra Metini
8494	Gölgeler Metini
8495	Ayartý Metini
8496	Lanet Metini
8497	Günah Metini
8498	Gölge Þeytan Metini
8499	Ruh Sütunu
9001	Silah Satýcýsý
9002	Zýrh Satýcýsý
9003	Satýcý
9004	Olay Yardýmcýsý
9005	Depocu
9006	Yaþlý Kadýn
9007	Silah Satýcýsý
9008	Zýrh Satýcýsý
9009	Balýkçý
9010	Genel Depocu Helen
9011	Evlenme Tasarýmcýsý
9012	Iþýnlayýcý
9013	Yanýlsama tüccarý
9014	Satýcý
9015	Dümen
9016	?
9017	Onarým tahtasý
9018	Hidra'nýn Hazinesi
9376	Gölge Bölgesi Muhafýzý
9377	Gölge Mühür Taþý
9378	Biçici Heykeli
9379	Biçici Heykeli
9380	Biçici Heykeli
9381	Biçici Heykeli
9382	Gölge Kapýsý
9383	Gölge Sütunu
9384	Gölge Sütunu
9385	Gölge Sütunu
9386	Gölge Sandýðý
10001	Jayang_Bölgesi 4002 8995
10002	YounganBölgesi 4503 9050
10003	BokjungBölgesi 1118 2161
10004	Joan_Bölgesi 876 2131
10005	Bakra_Bölgesi 9064 2214
10006	Pyungmo_Bölges 9372 2188
10007	YounganBölgesi 4188 9560
10008	Jayang_Bölgesi 3179 8332
10009	Joan_Bölgesi 897 1127
10010	Bokjun_Bölgesi 1759 2210
10011	Pyungmo_Bölges 9343 3143
10012	Bakra_Bölgesi 8348 2926
10013	Hwang_Tapýnaðý 5536 1441
10014	Seungryong 3326 7468
10015	Yongbi_Çölü 3467 6329
10016	Kuahklo_Dong 600 4960
10017	Hwang_Tapýnaðý 5906 1102
10018	Gunsam_Kulesi 2165 7270
10019	Jayang_Bölgesi 3211 9009
10020	Jungrang 1356 43
10021	Bokjung_Area 1168 2920
10022	Waryong 2219 93
10023	Bakra_Area 9098 2948
10024	Imha 2718 130
10025	Mount_Sohan 4993 2984
10026	Lungsam 2887 57
10027	Lungsam 2866 437
10028	Kýzýl_Orman 11199 708
10029	Yýlan_Vadisi 10590 7262
10030	Yongbi_Çölü 3519 6223
10031	Yýlan_Vadisi 10590 7262
10032	Devler_Diyarý 8283 7635
10033	Zin-Grotto 10594 7525
10034	2_Zin-Grotto 10594 7525
10035	Deon-Zeon 917 5253
10036	2_Deon-Zeon 7041 4642
10037	Gate 3809 8233
10038	Gate 9752 1330
10039	Gate 1917 2900
10040	Gate 9239 1836
10041	Gate 8316 2154
10042	Gate 9772 1850
10043	Gate 3819 2969
10044	Gate 10189 1484
10045	Gate 3819 2969
10046	Gate 9774 1501
10047	Gate 2699 6752
10048	Gate 9679 1994
10049	Gate 2699 6752
10050	Gate 9256 2012
10051	Gate 3478 6189
10052	Gate 9780 1995
10053	Gate 3478 6189
10054	Gate 10190 2002
10055	Gate 6011 6874
10056	Gate 4368 2158
10057	Gate 3355 7558
10058	Gate 5943 1337
10059	Gate 0 10496
10060	Gate 1536 10496
10061	Gate 4608 10496
10062	Gate 6144 10496
10063	Gate 3031 266
10064	Gate 11133 534
10065	Gate 7754 10553
10066	Gate 9915 11195
10067	MaymunZindaný 7752 4477
10068	Jayang_Bölgesi 4062 8756
10069	MaymunZindaný 8520 4477
10070	BokjungBölgesi 1611 2130
10071	MaymunZindaný 9288 4477
10072	Bakra_Bölgesi 8727 2100
10073	Yongbi_Çölü 3061 6202
10074	MaymunZindaný 1352 6532
10075	Yongbi_Çölü 2879 5407
10076	MaymunZindaný 1352 7300
10077	Sürgün_Maðarasý 9 12078
10078	Dragon_Valley 2842 8106
10079	Grotto_of_Exile 1357 13437
10080	Grotto_of_Exile_2 2416 12744
10081	Gate 99 13618
10082	Gate 5028 9998
10083	Gate 1360 14972
10084	Gate 2414 14289
10085	Gate 99 15154
10086	Gate 616 1148
10087	Gate 1360 16508
10088	Gate 2414 15825
10089	Gate 99 16690
10090	Gate 9609 3188
10091	Gate 1360 18044
10092	Gate 2414 17361
10093	Ejder_Kapýsý 1731 12205
10094	Ejder_Kapýsý 1733 13743
10095	Ejder_Kapýsý 1728 15277
10096	Ejder_Kapýsý 1724 16824
10097	ÖZ2 7040 5235
10098	ÖZ3 984 5711
10099	Burnu 11043 17885
10100	Burnu 10963 16744
10101	Nefrit 10869 16558
10102	Burnu 11664 16779
10103	Yýldýrým 11345 16546
10104	Yýldýrým 11921 16550
10105	Gautama 12263 16811
10501	Gate 345 361
10502	Gate 106 547
10503	Gate 75 368
10504	Gate 89 746
10505	Gate 520 352
10506	Gate 541 45
10507	Gate 211 109
10508	Gate 615 49
10509	Gate 284 705
10510	Gate 145 310
10511	Gate 553 285
10512	Gate 487 274
10513	Gate 626 291
10514	Gate 285 569
10515	Gate 80 303
10516	Gate 315 238
10517	Gate 416 272
10518	Gate 72 498
10519	Gate 215 495
10520	Gate 523 415
10521	Gate 72 498
10522	Gate 518 480
10523	Gate 583 379
10524	Gate 459 558
10601	Gate 345 361
10602	Gate 520 352
10603	Gate 487 274
10604	Gate 75 368
10605	Gate 211 109
10606	Gate 215 495
10607	Gate 315 238
10608	Gate 520 352
10609	Gate 284 705
10610	Gate 145 310
10611	Gate 416 272
10612	Gate 80 303
10613	Gate 72 498
10614	Gate 106 547
10615	Gate 523 415
10616	Gate 541 45
10617	Gate 72 121
10618	Gate 518 480
10619	Gate 89 746
10620	Gate 285 569
10621	Gate 615 49
10622	Gate 72 498
10623	Gate 583 379
10624	Gate 459 558
10625	Gate 609 553
10626	Gate 594 338
10701	Gate 75 368
10702	Gate 541 45
10703	Gate 615 49
10704	Gate 284 705
10705	Gate 520 352
10706	Gate 553 285
10707	Gate 145 310
10708	Gate 345 361
10709	Gate 523 415
10710	Gate 72 498
10711	Gate 626 291
10712	Gate 487 274
10713	Gate 72 498
10714	Gate 106 547
10715	Gate 518 480
10716	Gate 285 569
10717	Gate 80 303
10718	Gate 211 109
10719	Gate 416 272
10720	Gate 215 495
10721	Gate 315 238
10722	Gate 89 746
10723	Gate 583 379
10724	Gate 459 558
10725	Gate 609 553
10726	Gate 594 338
10801	Gate 70 581
10802	Gate 69 664
10803	Gate 132 660
10804	Gate 184 566
10805	Gate 285 567
10806	Gate 272 636
10807	Gate 191 667
10808	Gate 345 563
10809	Gate 400 570
10810	Gate 68 806
10811	Gate 140 811
10812	Gate 189 722
10813	Gate 274 722
10814	Gate 233 780
10815	Gate 318 780
10816	Gate 273 833
10817	Gate 356 717
10818	Gate 412 712
10819	Gate 372 776
10820	Gate 354 840
10821	Gate 366 817
10822	Gate 420 841
10823	Gate 94 846
10824	Gate 63 864
10825	Gate 131 866
10826	Gate 59 920
10827	Gate 91 940
10828	Gate 135 919
10829	Gate 194 870
10830	Gate 243 862
10831	Gate 312 861
10832	Gate 373 893
10833	Gate 406 880
10834	Gate 422 935
10835	Gate 500 807
11000	Köy Gardiyaný
11001	Savaþ Sorumlusu
11002	Köy Gardiyaný
11003	Savaþ Sorumlusu
11004	Köy Gardiyaný
11005	Savaþ Sorumlusu
11505	Altýn Kurbaða
11506	Fener
12000	Kamp Ateþi
13000	Tahta Kapý
13001	Taþ Kapý
14000	Atölye
14001	Atölye
14002	Atölye
14003	Atölye
14004	Atölye
14005	Atölye
14006	Atölye
14007	Atölye
14008	Atölye
14009	Atölye
14010	Sunak
14011	Sunak
14012	Sunak
14013	Sunak
14014	Sunak
14015	Sunak
14016	Sunak
14017	Sunak
14018	Sunak
14019	Sunak
14020	Karargah
14021	Karargah
14022	Karargah
14023	Karargah
14024	Karargah
14025	Karargah
14026	Karargah
14027	Karargah
14028	Karargah
14029	Karargah
14030	Eðitim Kampý
14031	Eðitim Kampý
14032	Eðitim Kampý
14033	Eðitim Kampý
14034	Eðitim Kampý
14035	Eðitim Kampý
14036	Eðitim Kampý
14037	Eðitim Kampý
14038	Eðitim Kampý
14039	Eðitim Kampý
14040	Ocak
14041	Ocak
14042	Ocak
14043	Ocak
14044	Ocak
14045	Ocak
14046	Ocak
14047	Ocak
14048	Ocak
14049	Ocak
20001	Simyacý
20002	Aranyo
20003	Ah-Yu
20004	Dilenci
20005	Yonah
20006	Mirine
20007	Depocu
20008	Octavio
20009	Yaþlý Adam
20010	Seyyar satýcý
20011	Uriel
20012	Yu-Rang
20013	Balýkçý
20014	Taurean
20015	Deokbae
20016	Demirci
20017	Yu-Hwan
20018	Baek-Go
20019	Yang-Shin
20020	Hain Balso
20021	Ariyoung
20022	Huahn-So
20023	Soon
20024	Harang
20025	No name
20026	Ji-Ryu
20027	Gillian
20028	Mirinenin Erkek Kardeþi
20029	Midilli
20030	At
20031	Noel Baba
20032	Noel Aðacý
20033	Noel Aðacý
20034	Noel Aðacý
20035	Bayrak
20036	Bayrak
20037	Bayrak
20040	Emlakçý
20041	Sarhoþ
20042	Seyyar satýcý
20044	Silah Ustasý, Stanley
20045	Zýrhçý, Stanton
20046	Kuyumcu, Starbuck
20047	Elmas Damarý
20048	Kehribar Damarý
20049	Fosil Tahta Damarý
20050	Bakýr Damarý
20051	Gümüþ Damarý
20052	Altýn Damarý
20053	Yeþim Damarý
20054	Abanoz Damarý
20055	Midye Yýðýný
20056	Beyaz Altýn Damarý
20057	Kristal Damarý
20058	Kuvars Damarý
20059	Cennetin Gözyaþý Damarý
20060	Elmas Simyacýsý
20061	Kehribar Simyacýsý
